,Name,link
0,Erótica,https://www.amazon.com.mx//s?bbn=6507977011&rh=n%3A6446439011%2Cn%3A6507977011%2Cn%3A6868864011&dc&qid=1609293135&rnid=6507977011&ref=lp_6507977011_nr_n_9
0,Historia,https://www.amazon.com.mx//s?bbn=6507977011&rh=n%3A6446439011%2Cn%3A6507977011%2Cn%3A6507989011&dc&qid=1609293135&rnid=6507977011&ref=lp_6507977011_nr_n_10
0,Humor y Entretenimiento,https://www.amazon.com.mx//s?bbn=6507977011&rh=n%3A6446439011%2Cn%3A6507977011%2Cn%3A6507990011&dc&qid=1609293135&rnid=6507977011&ref=lp_6507977011_nr_n_11
0,Infantil y juvenil,https://www.amazon.com.mx//s?bbn=6507977011&rh=n%3A6446439011%2Cn%3A6507977011%2Cn%3A6507981011&dc&qid=1609293135&rnid=6507977011&ref=lp_6507977011_nr_n_12
0,LGTB,https://www.amazon.com.mx//s?bbn=6507977011&rh=n%3A6446439011%2Cn%3A6507977011%2Cn%3A6507987011&dc&qid=1609293135&rnid=6507977011&ref=lp_6507977011_nr_n_13
0,"Libros de Recetas, Comida y Vino",https://www.amazon.com.mx//s?bbn=6507977011&rh=n%3A6446439011%2Cn%3A6507977011%2Cn%3A6507984011&dc&qid=1609293135&rnid=6507977011&ref=lp_6507977011_nr_n_14
0,Literatura y Ficción,https://www.amazon.com.mx//s?bbn=6507977011&rh=n%3A6446439011%2Cn%3A6507977011%2Cn%3A6507991011&dc&qid=1609293135&rnid=6507977011&ref=lp_6507977011_nr_n_15
0,Misterio y Thriller,https://www.amazon.com.mx//s?bbn=6507977011&rh=n%3A6446439011%2Cn%3A6507977011%2Cn%3A6507992011&dc&qid=1609293135&rnid=6507977011&ref=lp_6507977011_nr_n_16
0,Negocios e Inversiones,https://www.amazon.com.mx//s?bbn=6507977011&rh=n%3A6446439011%2Cn%3A6507977011%2Cn%3A6507980011&dc&qid=1609293135&rnid=6507977011&ref=lp_6507977011_nr_n_17
0,Obras de Consulta,https://www.amazon.com.mx//s?bbn=6507977011&rh=n%3A6446439011%2Cn%3A6507977011%2Cn%3A6507986011&dc&qid=1609293135&rnid=6507977011&ref=lp_6507977011_nr_n_18
